Sample ID,Survey,SurveyID,Site,SiteID,DRM,Diel,DielID,Depth,Depth2,Plankton,Eggs,Larvae,Yolk_sac,Feeding,Pre_flexion,Flexion,Post_flexion,Temp,Sal,DO,Turb,Naupli,Copepodite,Copepods,Crab_nauplii,Bivalve,Gastropod,Fish_egg,Other
L631,January,5,8506,5,21,Day,0,0,0,5,0.03,0.78,0.02,0.76,0.74,0.02,0,23.4,9.1,7.8,,232,0,0,0,28,0,0,0
L632,January,5,8506,5,21,Day,0,1,-1,15,0.02,0.12,0,0.12,0.12,0,0,25.5,9.3,7.7,,156,4,0,0,16,0,0,0
L633,January,5,8506,5,21,Day,0,2,-2,10,0.5,0.5,0.4,0.1,0.1,0,0,26.5,19.6,8.7,,504,244,72,0,52,0,0,0
L688,February,6,8502,1,9,Night,1,0,0,5,0,0,0,0,0,0,0,22.16,31.56,7.48,0.1,,,,,,,,
L689,February,6,8502,1,9,Night,1,1,-1,2,0,0,0,0,0,0,0,22.1,32.72,7.52,0,,,,,,,,
L690,February,6,8502,1,9,Night,1,2,-2,3,0,0,0,0,0,0,0,21.93,33.01,7.04,0,,,,,,,,
L691,February,6,8502,1,9,Night,1,3,-3,3,0,0,0,0,0,0,0,21.47,33.05,6.54,0,,,,,,,,
L692,February,6,8503,2,12,Night,1,0,0,5,0,0,0,0,0,0,0,22.22,28.61,7.39,0.2,,,,,,,,
L693,February,6,8503,2,12,Night,1,1,-1,8,0.517587991,0,0,0,0,0,0,22.22,28.75,7.22,0,,,,,,,,
L694,February,6,8503,2,12,Night,1,2,-2,12,0.064601934,0,0,0,0,0,0,22.31,30.84,7.14,0,,,,,,,,
L695,February,6,8503,2,12,Night,1,3,-3,7,0.414690258,0,0,0,0,0,0,23.14,33.07,4.28,0,,,,,,,,
L696,February,6,8503,2,12,Night,1,4,-4,5,0.48673129,0,0,0,0,0,0,22.58,33.26,3.8,0,,,,,,,,
L697,February,6,8504,3,15,Night,1,0,0,8,0.1131035,0,0,0,0,0,0,23.26,25.31,6.35,2.9,,,,,,,,
L698,February,6,8504,3,15,Night,1,1,-1,8,0.149575104,0,0,0,0,0,0,23.86,26.46,6.53,1.5,,,,,,,,
L699,February,6,8504,3,15,Night,1,2,-2,10,4.412005538,0,0,0,0,0,0,24.09,28.54,6.6,0.6,,,,,,,,
L700,February,6,8504,3,15,Night,1,3,-3,8,0,0.058098383,0.058098383,0,0,0,0,23.26,32.71,3.4,0,,,,,,,,
L701,February,6,8504,3,15,Night,1,4,-4,10,0,0.052329812,0,0.052329812,0.052329812,0,0,22.66,33.19,3,0,,,,,,,,
L702,February,6,8502,1,9,Day,0,0,0,2,0.023814743,0,0,0,0,0,0,22.63,28.34,6.83,1.2,,,,,,,,
L703,February,6,8502,1,9,Day,0,1,-1,2,0.032915054,0,0,0,0,0,0,21.11,30.5,6.55,1.2,,,,,,,,
L704,February,6,8502,1,9,Day,0,2,-2,2,0.014237926,0,0,0,0,0,0,21.08,30.71,6.21,0.8,,,,,,,,
L705,February,6,8502,1,9,Day,0,3,-3,3,0,0,0,0,0,0,0,21.12,31.44,5.91,0.6,,,,,,,,
L706,February,6,8503,2,12,Day,0,0,0,2,0,0,0,0,0,0,0,24.12,25.83,7.06,2.4,,,,,,,,
L707,February,6,8503,2,12,Day,0,1,-1,2,0,0,0,0,0,0,0,23.09,29.07,7.49,2.8,,,,,,,,
L708,February,6,8503,2,12,Day,0,2,-2,3,0.046961984,0,0,0,0,0,0,22.53,32.38,7.21,2.3,,,,,,,,
L709,February,6,8503,2,12,Day,0,3,-3,5,0,0,0,0,0,0,0,22.05,33.01,4.47,1.4,,,,,,,,
L710,February,6,8503,2,12,Day,0,4,-4,5,0,0,0,0,0,0,0,22.03,33.3,3.41,1.4,,,,,,,,
L711,February,6,8504,3,15,Day,0,0,0,3,0.103530863,0.014790123,0,0.014790123,0.014790123,0,0,24.68,23.74,7.08,4.3,,,,,,,,
L712,February,6,8504,3,15,Day,0,1,-1,3,0.075,0,0,0,0,0,0,23.89,27.17,7.2,3.9,,,,,,,,
L713,February,6,8504,3,15,Day,0,2,-2,4,0.104506951,0,0,0,0,0,0,23.66,32.51,4.53,4.4,,,,,,,,
L714,February,6,8504,3,15,Day,0,3,-3,4,0.051589149,0,0,0,0,0,0,22.59,33.33,3.84,3.8,,,,,,,,
L715,February,6,8504,3,15,Day,0,4,-4,5,0,0,0,0,0,0,0,22.48,33.47,3.31,3.7,,,,,,,,
L716,February,6,8511,10,36,Night,1,0,0,3,0,0,0,0,0,0,0,24.43,6.03,7.22,5.3,,,,,,,,
L717,February,6,8511,10,36,Night,1,1,-1,11,0,0,0,0,0,0,0,25.88,13.36,7.52,4.9,,,,,,,,
L718,February,6,8511,10,36,Night,1,2,-2,14,0,0,0,0,0,0,0,27.57,25.89,1.7,2.5,,,,,,,,
L719,February,6,8511,10,36,Night,1,3,-3,13,0,0,0,0,0,0,0,26.55,26.21,1.06,1.4,,,,,,,,
L720,February,6,8510,9,33,Night,1,0,0,4,0,0,0,0,0,0,0,24.55,7.51,7.44,4.5,,,,,,,,
L721,February,6,8510,9,33,Night,1,1,-1,12,0,0,0,0,0,0,0,27.48,17.46,6.74,4.2,,,,,,,,
L722,February,6,8510,9,33,Night,1,2,-2,12,0,0,0,0,0,0,0,28.25,26.27,3.81,6.3,,,,,,,,
L723,February,6,8509,8,30,Night,1,0,0,13,0,0.033782084,0.033782084,0,0,0,0,24.42,9.59,7.56,4.8,,,,,,,,
L724,February,6,8509,8,30,Night,1,1,-1,12,0,0,0,0,0,0,0,28.38,18.98,7.38,5.2,,,,,,,,
L725,February,6,8509,8,30,Night,1,2,-2,10,0,0,0,0,0,0,0,28.92,27.01,2.73,4.9,,,,,,,,
L726,February,6,8509,8,30,Night,1,3,-3,10,0,0,0,0,0,0,0,26.81,28.51,0.78,1.1,,,,,,,,
L727,February,6,8508,7,27,Night,1,0,0,17,0,0,0,0,0,0,0,24.56,11.78,8.13,4.5,,,,,,,,
L728,February,6,8508,7,27,Night,1,1,-1,12,0,0,0,0,0,0,0,27.21,16.65,8.44,6,,,,,,,,
L729,February,6,8508,7,27,Night,1,2,-2,13,0,0,0,0,0,0,0,28.02,27.84,3.38,6.8,,,,,,,,
L730,February,6,8511,10,36,Day,0,0,0,12,0.324295355,0,0,0,0,0,0,25.56,5.82,8.3,3.6,,,,,,,,
L731,February,6,8511,10,36,Day,0,1,-1,12,0.240908881,0,0,0,0,0,0,28.15,18.71,6.45,2.9,,,,,,,,
L732,February,6,8511,10,36,Day,0,2,-2,8,0,0,0,0,0,0,0,27.02,26.15,1.17,1.6,,,,,,,,
L733,February,6,8511,10,36,Day,0,3,-3,5,0,0,0,0,0,0,0,26.39,26.41,0.49,3.7,,,,,,,,
L734,February,6,8510,9,33,Day,0,0,0,4,0,0,0,0,0,0,0,25.05,6.93,7.67,5.8,,,,,,,,
L735,February,6,8510,9,33,Day,0,1,-1,5,0,0,0,0,0,0,0,27.37,14.97,7.15,5.4,,,,,,,,
L736,February,6,8510,9,33,Day,0,2,-2,10,0,0,0,0,0,0,0,27.57,27.24,2.56,6.6,,,,,,,,
L737,February,6,8509,8,30,Day,0,0,0,11,0.242596706,0,0,0,0,0,0,25.4,9.35,7.68,6,,,,,,,,
L738,February,6,8509,8,30,Day,0,1,-1,12,0.113158943,0,0,0,0,0,0,29.18,20.45,7.25,7.1,,,,,,,,
L739,February,6,8509,8,30,Day,0,2,-2,12,0,0,0,0,0,0,0,28.91,27.22,3.6,7.6,,,,,,,,
L740,February,6,8509,8,30,Day,0,3,-3,12,0,0,0,0,0,0,0,27.19,28.53,0.31,3.4,,,,,,,,
L741,February,6,8508,7,27,Day,0,0,0,12,0,0,0,0,0,0,0,26.01,12.12,8.19,5.5,,,,,,,,
L742,February,6,8508,7,27,Day,0,1,-1,25,0,0,0,0,0,0,0,26.4,14.16,8.82,6.4,,,,,,,,
L743,February,6,8508,7,27,Day,0,2,-2,20,0,0,0,0,0,0,0,28.12,28.13,2.55,6.7,,,,,,,,
L744,February,6,8507,6,24,Night,1,0,0,10,0,0,0,0,0,0,0,25.05,16.27,8.09,5.3,,,,,,,,
L745,February,6,8507,6,24,Night,1,1,-1,7,0,0,0,0,0,0,0,25.33,16.54,8.03,4,,,,,,,,
L746,February,6,8507,6,24,Night,1,2,-2,15,0,0,0,0,0,0,0,27.63,28.33,4.22,6.5,,,,,,,,
L747,February,6,8506,5,21,Night,1,0,0,7,0,0,0,0,0,0,0,24.69,19.72,7.59,4.2,,,,,,,,
L748,February,6,8506,5,21,Night,1,1,-1,5,0,0,0,0,0,0,0,24.07,19.7,7.44,3.1,,,,,,,,
L749,February,6,8506,5,21,Night,1,2,-2,10,0,0,0,0,0,0,0,27.01,27.3,4.25,261,,,,,,,,
L750,February,6,8505,4,18,Night,1,0,0,3,0,0,0,0,0,0,0,24.48,23.31,6.69,3.7,,,,,,,,
L751,February,6,8505,4,18,Night,1,1,-1,4,0,0,0,0,0,0,0,24.76,23.67,6.93,2.7,,,,,,,,
L752,February,6,8505,4,18,Night,1,2,-2,5,0,0,0,0,0,0,0,25.3,27.52,5.13,3.8,,,,,,,,
L753,February,6,8507,6,24,Day,0,0,0,5,0,0,0,0,0,0,0,24.34,14.13,7.93,4.4,,,,,,,,
L754,February,6,8507,6,24,Day,0,1,-1,12,0,0,0,0,0,0,0,26.43,17.04,7.43,3.4,,,,,,,,
L755,February,6,8507,6,24,Day,0,2,-2,12,0,0,0,0,0,0,0,26.08,30.73,0.97,1.7,,,,,,,,
L756,February,6,8506,5,21,Day,0,0,0,4,0,0,0,0,0,0,0,24.17,17.39,7.61,3.7,,,,,,,,
L757,February,6,8506,5,21,Day,0,1,-1,5,0.551505019,0,0,0,0,0,0,24.91,19.24,7.09,3.5,,,,,,,,
L758,February,6,8506,5,21,Day,0,2,-2,5,0.038950097,0,0,0,0,0,0,26.56,30.38,2.68,4.7,,,,,,,,
L759,February,6,8505,4,18,Day,1,0,0,3,0,0,0,0,0,0,0,24.48,23.31,6.69,3.7,,,,,,,,
L760,February,6,8505,4,18,Day,1,1,-1,4,0,0,0,0,0,0,0,24.76,23.67,6.93,2.7,,,,,,,,
L761,February,6,8505,4,17,Day,1,2,-2,5,0,0,0,0,0,0,0,25.3,27.52,5.13,3.8,,,,,,,,
